cata1_name,cate2_name,cate3_name,cate3_link
居家生活,厨房用品,品质锅具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1005007
居家生活,厨房用品,保温杯/壶,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1007000
居家生活,厨房用品,颜值餐具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1005008
居家生活,厨房用品,厨房纸品,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1005009
居家生活,厨房用品,厨房清洁剂/皂,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109288006
居家生活,厨房用品,清洁工具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323014
居家生活,厨房用品,刀剪砧板,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1013005
居家生活,厨房用品,餐厨配件,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1008012
居家生活,厨房用品,茶具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109324000
居家生活,厨房用品,酒具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109324001
居家生活,收纳保鲜,收纳柜/箱,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1092010
居家生活,收纳保鲜,收纳篮/袋,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109243004
居家生活,收纳保鲜,厨房收纳,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109331003
居家生活,家具家装,床/床头柜,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109243006
居家生活,家具家装,沙发/沙发床,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109319000
居家生活,家具家装,休闲椅/凳,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109243007
居家生活,家具家装,茶几/电视柜,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109252033
居家生活,家具家装,餐桌椅,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109302000
居家生活,家具家装,餐边柜/储物柜,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109243009
居家生活,家具家装,鞋架/衣帽架,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1008016
居家生活,家具家装,卫浴净水,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323003
居家生活,家具家装,开关/灯具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323004
居家生活,居家杂货,口罩防护,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1092011
居家生活,居家杂货,养生保健,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109308000
居家生活,居家杂货,医疗工具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109293000
居家生活,居家杂货,衣架/净化除味,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1008017
居家生活,居家杂货,办公文具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=1011004
居家生活,居家杂货,花艺/装饰品,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109305000
居家生活,居家杂货,镜子/挂钟/香薰,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323005
居家生活,居家杂货,趣味玩具,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323006
居家生活,居家杂货,唱片CD,https://you.163.com/item/list?categoryId=1005000&subCategoryId=109323007
宠物生活,宠物主粮,猫粮,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321005
宠物生活,宠物主粮,犬粮,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321006
宠物生活,宠物零食,宠物罐头,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321007
宠物生活,宠物零食,冻干零食,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321008
宠物生活,宠物零食,肉类零食,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321009
宠物生活,宠物零食,乳酪饼干,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321010
宠物生活,宠物零食,猫薄荷/猫草,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109325011
宠物生活,除味洗护,清洁除味,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321011
宠物生活,除味洗护,洗护美容,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321021
宠物生活,宠物日用,窝/垫,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321012
宠物生活,宠物日用,食具水具,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321013
宠物生活,宠物日用,宠物厕所,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321014
宠物生活,宠物日用,其他日用,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321015
宠物生活,医疗保健,营养补充食品,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321016
宠物生活,宠物玩具,宠物玩具,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321017
宠物生活,出行装备,出行装备,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321020
宠物生活,小宠乐园,仓鼠之家,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321018
宠物生活,小宠乐园,水族世界,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321019
宠物生活,宠物精选,热销单品,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321022
宠物生活,新品尝鲜,新品尝鲜,https://you.163.com/item/list?categoryId=109320005&subCategoryId=109321023
服饰鞋包,居家内搭,女式家居服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1093005
服饰鞋包,居家内搭,男式家居服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1093004
服饰鞋包,居家内搭,女式内衣,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109272000
服饰鞋包,居家内搭,女式内裤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1013006
服饰鞋包,居家内搭,女袜,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109273001
服饰鞋包,居家内搭,男袜,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109294010
服饰鞋包,居家内搭,男式内裤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1034000
服饰鞋包,居家内搭,男女保暖套装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1008003
服饰鞋包,居家内搭,男式内衣,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1093013
服饰鞋包,男装,男式针织衫/卫衣,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333002
服饰鞋包,男装,男式衬衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333003
服饰鞋包,男装,男式外套,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333004
服饰鞋包,男装,男式风衣,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1008004
服饰鞋包,男装,男式毛衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333005
服饰鞋包,男装,男式户外服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333006
服饰鞋包,男装,男式T恤/POLO,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333007
服饰鞋包,男装,男式牛仔裤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333008
服饰鞋包,男装,男式防晒服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333009
服饰鞋包,男装,男式运动服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333010
服饰鞋包,男装,男式裤装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333011
服饰鞋包,男装,男式西服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333012
服饰鞋包,女装,女式针织衫/卫衣,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333013
服饰鞋包,女装,女式毛衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109214002
服饰鞋包,女装,女式衬衫/西装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333014
服饰鞋包,女装,女式裙装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1008010
服饰鞋包,女装,女式裤装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1093007
服饰鞋包,女装,女式运动服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333015
服饰鞋包,女装,女式户外服,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333016
服饰鞋包,女装,女式外套,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1037007
服饰鞋包,女装,T恤/POLO衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1093006
服饰鞋包,男鞋,男式运动鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311003
服饰鞋包,男鞋,运动户外鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1044000
服饰鞋包,男鞋,男式商务鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311000
服饰鞋包,男鞋,男式休闲鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311001
服饰鞋包,男鞋,男式靴子,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311002
服饰鞋包,女鞋,女式靴子,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311005
服饰鞋包,女鞋,女式休闲鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333017
服饰鞋包,女鞋,女式时装鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333018
服饰鞋包,女鞋,女式运动鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109311007
服饰鞋包,女鞋,乐福鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109321004
服饰鞋包,箱包,行李箱,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1037000
服饰鞋包,箱包,女式单肩包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333020
服饰鞋包,箱包,男式商务包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1056001
服饰鞋包,箱包,女式手提包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109294002
服饰鞋包,箱包,男式双肩包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109310000
服饰鞋包,箱包,女式双肩包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109310001
服饰鞋包,箱包,男式单肩/手提包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109310002
服饰鞋包,箱包,运动户外包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109253000
服饰鞋包,箱包,钱包/胸包,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333021
服饰鞋包,拖鞋,居家拖鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333023
服饰鞋包,拖鞋,室外拖鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109253001
服饰鞋包,拖鞋,萌宠拖鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333022
服饰鞋包,珠宝配饰,珠宝首饰,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333024
服饰鞋包,珠宝配饰,翡翠玉石,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109304001
服饰鞋包,珠宝配饰,珍珠彩宝,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333025
服饰鞋包,珠宝配饰,黄铂K金,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109294001
服饰鞋包,珠宝配饰,时尚饰品,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109294006
服饰鞋包,珠宝配饰,配饰配件,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333026
服饰鞋包,珠宝配饰,腰带/领带,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1010004
服饰鞋包,珠宝配饰,时尚墨镜,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333027
服饰鞋包,珠宝配饰,光学眼镜,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109328000
服饰鞋包,童装童鞋,居家内搭,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109320001
服饰鞋包,童装童鞋,童装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109320002
服饰鞋包,童装童鞋,童鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109320000
服饰鞋包,当季爆款,人气新品,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109320003
服饰鞋包,当季爆款,卫衣卫裤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109330004
服饰鞋包,当季爆款,T恤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109328001
服饰鞋包,当季爆款,裙装,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109332006
服饰鞋包,当季爆款,衬衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109214001
服饰鞋包,当季爆款,牛仔裤,https://you.163.com/item/list?categoryId=1010000&subCategoryId=1068003
服饰鞋包,当季爆款,运动鞋,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109333019
服饰鞋包,当季爆款,POLO衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109214000
服饰鞋包,当季爆款,针织衫,https://you.163.com/item/list?categoryId=1010000&subCategoryId=109332004
美食酒水,中外名酒,茅台酒,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109318002
美食酒水,中外名酒,国产酒,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1053001
美食酒水,中外名酒,进口酒,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109285003
美食酒水,中外名酒,名酒馆,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109264007
美食酒水,乳饮茶水,乳品饮料,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109206008
美食酒水,乳饮茶水,冲调饮品,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1005013
美食酒水,乳饮茶水,茶包花茶,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109206006
美食酒水,乳饮茶水,传统茗茶,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1027000
美食酒水,乳饮茶水,茗茶礼盒,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109260000
美食酒水,休闲零食,饼干糕点,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1008015
美食酒水,休闲零食,方便速食,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109201001
美食酒水,休闲零食,肉类零食,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1035003
美食酒水,休闲零食,小食糖巧,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1005011
美食酒水,休闲零食,坚果炒货,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1005010
美食酒水,休闲零食,蜜饯果干,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1027001
美食酒水,粮油调味,米面粮油,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109206007
美食酒水,粮油调味,南北干货,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1005012
美食酒水,粮油调味,调味酱菜,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1036003
美食酒水,滋补保健,滋补食材,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1054001
美食酒水,滋补保健,保健品,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109206016
美食酒水,生鲜特色,水产海鲜,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109206009
美食酒水,生鲜特色,水果蔬菜,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109264008
美食酒水,生鲜特色,精选肉类,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109285002
美食酒水,生鲜特色,冷冻冷藏,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109264009
美食酒水,生鲜特色,网易黑猪,https://you.163.com/item/list?categoryId=1005002&subCategoryId=1008014
美食酒水,生鲜特色,园艺绿植,https://you.163.com/item/list?categoryId=1005002&subCategoryId=109289000
个护清洁,尖货大赏,爆款榜单,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256007
个护清洁,尖货大赏,新品尝鲜,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256008
个护清洁,面部护理,基础护肤,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256010
个护清洁,面部护理,卸妆洁面,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256009
个护清洁,面部护理,护肤工具,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256011
个护清洁,彩妆香水,彩妆修容,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1013002
个护清洁,彩妆香水,香水香氛,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1013004
个护清洁,彩妆香水,美妆工具,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109243017
个护清洁,个人护理,洗发护发,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1013003
个护清洁,个人护理,身体护理,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1037002
个护清洁,个人护理,口腔护理,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1037003
个护清洁,个人护理,女性护理,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109208003
个护清洁,纸品清洁,纸品,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256012
个护清洁,纸品清洁,干湿巾,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109256013
个护清洁,家清卫浴,衣物护理,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109243015
个护清洁,家清卫浴,家庭清洁,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1009000
个护清洁,家清卫浴,餐厨清洁,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109243016
个护清洁,家清卫浴,毛巾浴巾,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109261055
个护清洁,家清卫浴,浴室用品,https://you.163.com/item/list?categoryId=1013001&subCategoryId=1020002
个护清洁,成人用品,避孕套,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109255010
个护清洁,成人用品,女用情趣,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109255011
个护清洁,成人用品,男用情趣,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109255012
个护清洁,成人用品,润滑液,https://you.163.com/item/list?categoryId=1013001&subCategoryId=109255013
母婴亲子,婴童精选,母婴热销,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1034001
母婴亲子,婴童精选,黑马好物,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243020
母婴亲子,奶粉辅食,婴儿奶粉,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109283000
母婴亲子,奶粉辅食,辅食营养品,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109286000
母婴亲子,洗护喂养,洗护,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1020004
母婴亲子,洗护喂养,喂养,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1020007
母婴亲子,洗护喂养,尿裤纸品,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109255004
母婴亲子,婴童寝居,床品套件,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109245001
母婴亲子,婴童寝居,家具收纳,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109206012
母婴亲子,婴童寝居,被枕芯类,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1020005
母婴亲子,婴童寝居,抱被睡袋,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109245002
母婴亲子,玩具出行,推车/安全座椅,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243027
母婴亲子,玩具出行,玩具,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1020006
母婴亲子,玩具出行,文具,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1089000
母婴亲子,童鞋配搭,儿童鞋,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1037006
母婴亲子,童鞋配搭,学步鞋,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243022
母婴亲子,童鞋配搭,婴童推车/安全座椅/童车,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109333001
母婴亲子,童鞋配搭,童包/雨具/泳装泳具,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109206013
母婴亲子,童装,卫衣/毛衫,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1091003
母婴亲子,童装,T恤/polo/衬衫,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1020003
母婴亲子,童装,裤装,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243019
母婴亲子,童装,裙装,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109206014
母婴亲子,童装,外套,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243018
母婴亲子,童装,套装/婴幼礼盒,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1089001
母婴亲子,童装,婴儿爬服连体服,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109243021
母婴亲子,孕产妈咪,妈咪用品,https://you.163.com/item/list?categoryId=1011000&subCategoryId=109206015
母婴亲子,孕产妈咪,孕妈服饰,https://you.163.com/item/list?categoryId=1011000&subCategoryId=1011001
运动旅行,旅行箱包,旅行箱包,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109300002
运动旅行,旅行箱包,托运箱,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109295004
运动旅行,旅行箱包,登机箱,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109295003
运动旅行,旅行用品,旅行用品,https://you.163.com/item/list?categoryId=109243029&subCategoryId=1020000
运动旅行,旅行用品,旅行收纳,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254051
运动旅行,旅行用品,出行用品,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254050
运动旅行,旅行用品,出行配件,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109295009
运动旅行,旅行用品,雨具雨伞,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109256006
运动旅行,旅行用品,旅行一次性用品,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109243033
运动旅行,健身塑形,健身大器械,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109312000
运动旅行,健身塑形,瑜伽美体,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109261040
运动旅行,健身塑形,健身小器械,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109312001
运动旅行,运动服,女式运动T恤,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254045
运动旅行,运动服,男式运动T恤,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254041
运动旅行,运动服,女式运动裤装,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254048
运动旅行,运动服,女式运动内衣/泳装,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254046
运动旅行,运动服,女式运动外套/卫衣,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254047
运动旅行,运动服,男式运动外套/卫衣,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254042
运动旅行,运动服,男式运动裤装,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254043
运动旅行,运动服,男式户外服,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254044
运动旅行,运动服,女式户外服,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254049
运动旅行,运动鞋,男式运动鞋,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109249011
运动旅行,运动鞋,女式运动鞋,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109249012
运动旅行,运动鞋,户外运动鞋,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109297000
运动旅行,户外出行,城市出行,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109312002
运动旅行,户外出行,户外装备,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109313003
运动旅行,户外出行,垂钓,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109313000
运动旅行,户外出行,运动护具,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109312003
运动旅行,按摩养生,运动按摩,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109243030
运动旅行,按摩养生,养生眼罩,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109261036
运动旅行,按摩养生,颈枕/毯/垫,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109254052
运动旅行,球类运动,球类运动,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109261042
运动旅行,球类运动,游泳装备,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109261041
运动旅行,球类运动,运动附件,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109243032
运动旅行,露营野餐,野餐露营,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109243031
运动旅行,露营野餐,运动水杯,https://you.163.com/item/list?categoryId=109243029&subCategoryId=109261037
数码家电,生活电器,清洁电器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249002
数码家电,生活电器,衣物护理,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249001
数码家电,生活电器,空气调节,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249003
数码家电,生活电器,洗地机/吸尘器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249008
数码家电,生活电器,智能马桶,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109330003
数码家电,生活电器,两季电器,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249000
数码家电,按摩电器,腰靠/按摩肩带,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249009
数码家电,按摩电器,按摩椅,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249004
数码家电,个护电器,头发护理,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249007
数码家电,个护电器,口腔护理,https://you.163.com/item/list?categoryId=1043000&subCategoryId=109249005
